1000,,SNAP,Approved,300,AMEX,9876543290875
1001,,SNAP,Approved,300,AMEX,9876543290875
1002,,SNAP,Approved,300,AMEX,9876543290875
1003,,SNAP,Approved,300,AMEX,9876543290875
1004,,SNAP,Approved,300,AMEX,9876543290875
1005,,SNAP,Approved,300,AMEX,9876543290875
1006,,SNAP,Approved,300,AMEX,9876543290875
1007,,SNAP,Approved,300,AMEX,9876543290875
1008,,SNAP,Approved,300,AMEX,9876543290875
1009,,SNAP,Approved,300,AMEX,9876543290875
1010,,SNAP,Approved,300,AMEX,9876543290875
1011,,SNAP,Approved,300,AMEX,9876543290875
1012,,SNAP,Approved,300,AMEX,9876543290875
1013,,SNAP,Approved,300,AMEX,9876543290875
1014,,SNAP,Approved,300,AMEX,9876543290875
1015,,SNAP,Approved,300,AMEX,9876543290875
1016,,SNAP,Approved,300,AMEX,9876543290875
1017,,SNAP,Approved,300,AMEX,9876543290875
1018,,SNAP,Approved,300,AMEX,9876543290875
1019,,SNAP,Approved,300,AMEX,9876543290875
1020,,SNAP,Approved,300,AMEX,9876543290875
1021,,SNAP,Approved,300,AMEX,9876543290875
1022,,SNAP,Approved,300,AMEX,9876543290875
1023,,SNAP,Approved,300,AMEX,9876543290875
1024,,SNAP,Approved,300,AMEX,9876543290875
1025,,SNAP,Approved,300,AMEX,9876543290875
1026,,SNAP,Approved,300,AMEX,9876543290875
1027,,SNAP,Approved,300,AMEX,9876543290875
1028,,SNAP,Approved,300,AMEX,9876543290875
1029,,SNAP,Approved,300,AMEX,9876543290875
1030,,SNAP,Approved,300,AMEX,9876543290875
1031,,SNAP,Approved,300,AMEX,9876543290875
1032,,SNAP,Approved,300,AMEX,9876543290875
1033,,SNAP,Approved,300,AMEX,9876543290875
1034,,SNAP,Approved,300,AMEX,9876543290875
1035,,SNAP,Approved,300,AMEX,9876543290875
1036,,SNAP,Approved,300,AMEX,9876543290875
1037,,SNAP,Approved,300,AMEX,9876543290875
1038,,SNAP,Approved,300,AMEX,9876543290875
1039,,SNAP,Approved,300,AMEX,9876543290875
1040,,SNAP,Approved,300,AMEX,9876543290875
1041,,SNAP,Approved,300,AMEX,9876543290875
1042,,SNAP,Approved,300,AMEX,9876543290875
1043,,SNAP,Approved,300,AMEX,9876543290875
1044,,SNAP,Approved,300,AMEX,9876543290875
1045,,SNAP,Approved,300,AMEX,9876543290875
1046,,SNAP,Approved,300,AMEX,9876543290875
1047,,SNAP,Approved,300,AMEX,9876543290875
1048,,SNAP,Approved,300,AMEX,9876543290875
1049,,SNAP,Approved,300,AMEX,9876543290875
1050,,SNAP,Approved,300,AMEX,9876543290875
1051,,SNAP,Approved,300,AMEX,9876543290875
1052,,SNAP,Approved,300,AMEX,9876543290875
1053,,SNAP,Approved,300,AMEX,9876543290875
1054,,SNAP,Approved,300,AMEX,9876543290875
1055,,SNAP,Approved,300,AMEX,9876543290875
1056,,SNAP,Approved,300,AMEX,9876543290875
1057,,SNAP,Approved,300,AMEX,9876543290875
1058,,SNAP,Approved,300,AMEX,9876543290875
1059,,SNAP,Approved,300,AMEX,9876543290875
1060,,SNAP,Approved,300,AMEX,9876543290875
1061,,SNAP,Approved,300,AMEX,9876543290875
1062,,SNAP,Approved,300,AMEX,9876543290875
1063,,SNAP,Approved,300,AMEX,9876543290875
1064,,SNAP,Approved,300,AMEX,9876543290875
1065,,SNAP,Approved,300,AMEX,9876543290875
1066,,SNAP,Approved,300,AMEX,9876543290875
1067,,SNAP,Approved,300,AMEX,9876543290875
1068,,SNAP,Approved,300,AMEX,9876543290875
1069,,SNAP,Approved,300,AMEX,9876543290875
1070,,SNAP,Approved,300,AMEX,9876543290875
1071,,SNAP,Approved,300,AMEX,9876543290875
1072,,SNAP,Approved,300,AMEX,9876543290875
1073,,SNAP,Approved,300,AMEX,9876543290875
1074,,SNAP,Approved,300,AMEX,9876543290875
1075,,SNAP,Approved,300,AMEX,9876543290875
1076,,SNAP,Approved,300,AMEX,9876543290875
1077,,SNAP,Approved,300,AMEX,9876543290875
1078,,SNAP,Approved,300,AMEX,9876543290875
1079,,SNAP,Approved,300,AMEX,9876543290875
1080,,SNAP,Approved,300,AMEX,9876543290875
1081,,SNAP,Approved,300,AMEX,9876543290875
1082,,SNAP,Approved,300,AMEX,9876543290875
1083,,SNAP,Approved,300,AMEX,9876543290875
1084,,SNAP,Approved,300,AMEX,9876543290875
1085,,SNAP,Approved,300,AMEX,9876543290875
1086,,SNAP,Approved,300,AMEX,9876543290875
1087,,SNAP,Approved,300,AMEX,9876543290875
1088,,SNAP,Approved,300,AMEX,9876543290875
1089,,SNAP,Approved,300,AMEX,9876543290875
1090,,SNAP,Approved,300,AMEX,9876543290875
1091,,SNAP,Approved,300,AMEX,9876543290875
1092,,SNAP,Approved,300,AMEX,9876543290875
1093,,SNAP,Approved,300,AMEX,9876543290875
1094,,SNAP,Approved,300,AMEX,9876543290875
1095,,SNAP,Approved,300,AMEX,9876543290875
1096,,SNAP,Approved,300,AMEX,9876543290875
1097,,SNAP,Approved,300,AMEX,9876543290875
1098,,SNAP,Approved,300,AMEX,9876543290875
1099,,SNAP,Approved,300,AMEX,9876543290875
1100,,SNAP,Approved,300,AMEX,9876543290875
1101,,SNAP,Approved,300,AMEX,9876543290875
1102,,SNAP,Approved,300,AMEX,9876543290875
1103,,SNAP,Approved,300,AMEX,9876543290875
1104,,SNAP,Approved,300,AMEX,9876543290875
1105,,SNAP,Approved,300,AMEX,9876543290875
1106,,SNAP,Approved,300,AMEX,9876543290875
1107,,SNAP,Approved,300,AMEX,9876543290875
1108,,SNAP,Approved,300,AMEX,9876543290875
1109,,SNAP,Approved,300,AMEX,9876543290875
1110,,SNAP,Approved,300,AMEX,9876543290875
1111,,SNAP,Approved,300,AMEX,9876543290875
1112,,SNAP,Approved,300,AMEX,9876543290875
1113,,SNAP,Approved,300,AMEX,9876543290875
1114,,SNAP,Approved,300,AMEX,9876543290875
1115,,SNAP,Approved,300,AMEX,9876543290875
1116,,SNAP,Approved,300,AMEX,9876543290875
1117,,SNAP,Approved,300,AMEX,9876543290875
1118,,SNAP,Approved,300,AMEX,9876543290875
1119,,SNAP,Approved,300,AMEX,9876543290875
1120,,SNAP,Approved,300,AMEX,9876543290875
1121,,SNAP,Approved,300,AMEX,9876543290875
1122,,SNAP,Approved,300,AMEX,9876543290875
1123,,SNAP,Approved,300,AMEX,9876543290875
1124,,SNAP,Approved,300,AMEX,9876543290875
1125,,SNAP,Approved,300,AMEX,9876543290875
1126,,SNAP,Approved,300,AMEX,9876543290875
1127,,SNAP,Approved,300,AMEX,9876543290875
1128,,SNAP,Approved,300,AMEX,9876543290875
1129,,SNAP,Approved,300,AMEX,9876543290875
1130,,SNAP,Approved,300,AMEX,9876543290875
1131,,SNAP,Approved,300,AMEX,9876543290875
1132,,SNAP,Approved,300,AMEX,9876543290875
1133,,SNAP,Approved,300,AMEX,9876543290875
1134,,SNAP,Approved,300,AMEX,9876543290875
1135,,SNAP,Approved,300,AMEX,9876543290875
1136,,SNAP,Approved,300,AMEX,9876543290875
1137,,SNAP,Approved,300,AMEX,9876543290875
1138,,SNAP,Approved,300,AMEX,9876543290875
1139,,SNAP,Approved,300,AMEX,9876543290875
1140,,SNAP,Approved,300,AMEX,9876543290875
1141,,SNAP,Approved,300,AMEX,9876543290875
1142,,SNAP,Approved,300,AMEX,9876543290875
1143,,SNAP,Approved,300,AMEX,9876543290875
1144,,SNAP,Approved,300,AMEX,9876543290875
1145,,SNAP,Approved,300,AMEX,9876543290875
1146,,SNAP,Approved,300,AMEX,9876543290875
1147,,SNAP,Approved,300,AMEX,9876543290875
1148,,SNAP,Approved,300,AMEX,9876543290875
1149,,SNAP,Approved,300,AMEX,9876543290875
1150,,SNAP,Approved,300,AMEX,9876543290875
1151,,SNAP,Approved,300,AMEX,9876543290875
1152,,SNAP,Approved,300,AMEX,9876543290875
1153,,SNAP,Approved,300,AMEX,9876543290875
1154,,SNAP,Approved,300,AMEX,9876543290875
1155,,SNAP,Approved,300,AMEX,9876543290875
1156,,SNAP,Approved,300,AMEX,9876543290875
1157,,SNAP,Approved,300,AMEX,9876543290875
1158,,SNAP,Approved,300,AMEX,9876543290875
1159,,SNAP,Approved,300,AMEX,9876543290875
1160,,SNAP,Approved,300,AMEX,9876543290875
1161,,SNAP,Approved,300,AMEX,9876543290875
